9606	55258	NM_001244676	chr2	88469813	88486156	THNSL2	threonine synthase-like 2 (S. cerevisiae)	protein-coding	11
9606	10610	NM_006456	chr17	74561460	74582145	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	protein-coding	13
9606	51082	NM_001206559	chr13	28194879	28241559	POLR1D	polymerase (RNA) I polypeptide D, 16kDa	protein-coding	36
9606	800	NM_004342	chr7	134464163	134655480	CALD1	caldesmon 1	protein-coding	69
9606	100505648	NR_040058	chr15	40985952	40987303	RAD51-AS1	RAD51 antisense RNA 1 (head to head)	ncRNA	1
9606	100505942	NR_104656	chr16	67551608	67562648	LOC100505942	uncharacterized LOC100505942	ncRNA	1
9606	406904	NR_029780	chr20	61151512	61151583	MIR1-1	microRNA 1-1	ncRNA	39
9606	401324	NR_038864	chr7	35353465	35416086	LOC401324	uncharacterized LOC401324	ncRNA	1
9606	56122	NM_018934	chr5	140601897	140605860	PCDHB14	protocadherin beta 14	protein-coding	12
9606	6352	NM_001278736	chr17	34198495	34207377	CCL5	chemokine (C-C motif) ligand 5	protein-coding	548
9606	100302122	NR_031594	chr7	21510675	21510764	MIR1183	microRNA 1183	ncRNA	2
9606	158248	NM_144965	chr9	130478342	130493879	TTC16	tetratricopeptide repeat domain 16	protein-coding	4
9606	55224	NM_018208	chr1	204100188	204121310	ETNK2	ethanolamine kinase 2	protein-coding	11
9606	100874182	NR_047040	chr13	22446934	22452299	LINC00424	long intergenic non-protein coding RNA 424	ncRNA	2
9606	4330	NM_002430	chr22	28144264	28197486	MN1	meningioma (disrupted in balanced translocation) 1	protein-coding	29
9606	56704	NM_020647	chr8	75146934	75233596	JPH1	junctophilin 1	protein-coding	18
9606	101927616	NR_110057	chr12	127808699	127824617	LOC101927616	uncharacterized LOC101927616	ncRNA	1
9606	26292	NM_012333	chr1	39328161	39339050	MYCBP	MYC binding protein	protein-coding	35
9606	100287042	NR_036520	chr17	73267379	73269976	LOC100287042	uncharacterized LOC100287042	ncRNA	1
9606	348120	NR_040094	chr15	21145766	21198633	LINC01193	long intergenic non-protein coding RNA 1193	ncRNA	2
9606	2934	NM_000177	chr9	124062078	124095120	GSN	gelsolin	protein-coding	172
9606	2060	NM_001159969	chr1	51819934	51887793	EPS15	epidermal growth factor receptor pathway substrate 15	protein-coding	126
9606	5530	NM_000944	chr4	101944586	102268628	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme	protein-coding	122
9606	414926	NR_026764	chr15	70127572	70135306	LINC00593	long intergenic non-protein coding RNA 593	ncRNA	1
9606	83890	NM_031952	chr5	94994019	95018714	SPATA9	spermatogenesis associated 9	protein-coding	7
9606	81614	NM_001008860	chr15	23004683	23034427	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	protein-coding	14
9606	10226	NM_001164189	chr19	4838345	4867780	PLIN3	perilipin 3	protein-coding	67
9606	9352	NM_004786	chr18	54270052	54305920	TXNL1	thioredoxin-like 1	protein-coding	42
9606	1446	NM_001025104	chr4	70796798	70812288	CSN1S1	casein alpha s1	protein-coding	24
9606	38	NM_000019	chr11	107992257	108018891	ACAT1	acetyl-CoA acetyltransferase 1	protein-coding	80
9606	3516	NM_005349	chr4	26321331	26436752	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	protein-coding	115
9606	101409258	NR_102429	chr2	190627505	190630282	OSGEPL1-AS1	OSGEPL1 antisense RNA 1	ncRNA	1
9606	84298	NM_032338	chr12	66516848	66524533	LLPH	LLP homolog, long-term synaptic facilitation (Aplysia)	protein-coding	9
9606	55008	NM_001165136	chr4	89299890	89364249	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	protein-coding	13
9606	79642	NM_024590	chr4	114821439	114900878	ARSJ	arylsulfatase family, member J	protein-coding	8
9606	441168	NM_001010919	chr6	116782532	116784934	FAM26F	family with sequence similarity 26, member F	protein-coding	4
9606	89876	NM_033364	chr3	119421868	119485949	MAATS1	MYCBP-associated, testis expressed 1	protein-coding	10
9606	25788	NM_001205262	chr8	95439939	95487343	RAD54B	RAD54 homolog B (S. cerevisiae)	protein-coding	40
9606	364	NM_001170	chr9	33384947	33402680	AQP7	aquaporin 7	protein-coding	26
9606	10478	NM_001282726	chr22	41165633	41215403	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	protein-coding	22
9606	199704	NM_001288800	chr19	37638339	37663643	ZNF585A	zinc finger protein 585A	protein-coding	5
9606	8266	NM_014235	chrX	153712055	153715009	UBL4A	ubiquitin-like 4A	protein-coding	42
9606	6790	NM_003600	chr20	54944444	54967393	AURKA	aurora kinase A	protein-coding	434
9606	114826	NM_052928	chr17	1682828	1733175	SMYD4	SET and MYND domain containing 4	protein-coding	12
9606	1564	NR_002570	chr22	42536213	42540576	CYP2D7	cytochrome P450, family 2, subfamily D, polypeptide 7	pseudo	9
9606	339166	NR_040000	chr17	5675553	5834016	LOC339166	uncharacterized LOC339166	ncRNA	1
9606	100616308	NR_039812	chr1	228649774	228649853	MIR4666A	microRNA 4666a	ncRNA	2
9606	120066	NM_153445	chr11	7846583	7847519	OR5P3	olfactory receptor, family 5, subfamily P, member 3	protein-coding	3
9606	286262	NM_001128228	chr9	140086068	140095163	TPRN	taperin	protein-coding	12
9606	132954	NM_152401	chr4	56422691	56458379	PDCL2	phosducin-like 2	protein-coding	5
9606	25840	NM_014033	chr12	51318533	51326300	METTL7A	methyltransferase like 7A	protein-coding	14
9606	8590	NM_003696	chr11	6815755	6817139	OR6A2	olfactory receptor, family 6, subfamily A, member 2	protein-coding	6
9606	100313778	NR_031582	chr13	53384184	53384275	MIR759	microRNA 759	ncRNA	4
9606	5094	NM_001098620	chr12	53845885	53874946	PCBP2	poly(rC) binding protein 2	protein-coding	120
9606	57212	NR_033708	chr1	3652547	3663937	TP73-AS1	TP73 antisense RNA 1	ncRNA	5
9606	9534	NM_001278661	chr19	24216206	24312769	ZNF254	zinc finger protein 254	protein-coding	13
9606	8916	NM_001271602	chr4	89513573	89629693	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3	protein-coding	19
9606	3682	NM_002208	chr17	3617918	3704537	ITGAE	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	protein-coding	46
9606	3064	NM_002111	chr4	3076407	3245687	HTT	huntingtin	protein-coding	459
9606	392138	NM_001004488	chr7	143771312	143772245	OR2A25	olfactory receptor, family 2, subfamily A, member 25	protein-coding	3
9606	100847090	NR_049819	chr1	161196975	161197051	MIR5187	microRNA 5187	ncRNA	3
9606	5164	NM_001199898	chr17	48172100	48188733	PDK2	pyruvate dehydrogenase kinase, isozyme 2	protein-coding	44
9606	29114	NM_001008272	chr3	111717585	111732735	TAGLN3	transgelin 3	protein-coding	11
9606	100128890	NR_027423	chr8	7159132	7212876	FAM66B	family with sequence similarity 66, member B	ncRNA	1
9606	100302160	NR_036050	chr15	34674269	34674351	MIR1233-1	microRNA 1233-1	ncRNA	3
9606	400110	NR_073430	chr13	24481422	24523454	ANKRD20A19P	ankyrin repeat domain 20 family, member A19, pseudogene	pseudo	1
9606	10116	NM_015322	chr15	68570140	68588203	FEM1B	fem-1 homolog b (C. elegans)	protein-coding	27
9606	786	NM_000727	chr17	65040651	65052911	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	protein-coding	13
9606	79104	NR_024149	chr14	101361106	101373305	MEG8	maternally expressed 8 (non-protein coding)	ncRNA	4
9606	245928	NM_001037499	chr6	49928004	49931818	DEFB114	defensin, beta 114	protein-coding	4
9606	404550	NM_206967	chr16	85741123	85784689	C16orf74	chromosome 16 open reading frame 74	protein-coding	5
9606	400258	NM_001008404	chr14	105046020	105056184	C14orf180	chromosome 14 open reading frame 180	protein-coding	3
9606	84444	NM_032482	chr19	2164147	2232577	DOT1L	DOT1-like histone H3K79 methyltransferase	protein-coding	49
9606	406890	NR_029660	chr3	52302293	52302377	MIRLET7G	microRNA let-7g	ncRNA	24
9606	221184	NM_152727	chr16	57126454	57181878	CPNE2	copine II	protein-coding	19
9606	23348	NM_001130048	chr13	99445740	99630338	DOCK9	dedicator of cytokinesis 9	protein-coding	23
9606	57168	NM_020437	chr22	26825279	26840978	ASPHD2	aspartate beta-hydroxylase domain containing 2	protein-coding	7
9606	6338	NM_000336	chr16	23313590	23392620	SCNN1B	sodium channel, non-voltage-gated 1, beta subunit	protein-coding	123
9606	1112	NM_001085471	chr14	89622515	90085494	FOXN3	forkhead box N3	protein-coding	24
9606	100532726	NM_001203260	chr11	77726760	77791265	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough	protein-coding	1
9606	100126348	NR_030621	chr1	94312387	94312467	MIR760	microRNA 760	ncRNA	5
9606	7582	NM_006955	chr10	43084531	43134285	ZNF33B	zinc finger protein 33B	protein-coding	13
9606	79792	NM_001166237	chr8	144635556	144645231	GSDMD	gasdermin D	protein-coding	13
9606	401010	NR_002826	chr2	132199733	132202467	LOC401010	nucleolar complex associated 2 homolog (S. cerevisiae) pseudogene	pseudo	3
9606	5626	NM_006261	chr5	177419235	177423243	PROP1	PROP paired-like homeobox 1	protein-coding	56
9606	26278	NM_001278055	chr13	23902961	23949682	SACS	sacsin molecular chaperone	protein-coding	74
9606	221756	NR_033851	chr6	2854890	2876744	SERPINB9P1	serpin peptidase inhibitor, clade B (ovalbumin), member 9, pseudogene 1	pseudo	3
9606	1464	NM_001897	chr15	75966662	76005189	CSPG4	chondroitin sulfate proteoglycan 4	protein-coding	68
9606	11104	NM_001204076	chr6	149916010	149969940	KATNA1	katanin p60 (ATPase containing) subunit A 1	protein-coding	31
9606	2302	NM_001454	chr17	74132414	74137380	FOXJ1	forkhead box J1	protein-coding	16
9606	140258	NM_181599	chr21	31768391	31769138	KRTAP13-1	keratin associated protein 13-1	protein-coding	3
9606	57016	NM_020299	chr7	134212343	134226166	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	protein-coding	65
9606	341208	NM_001098672	chr11	93754377	93847374	HEPHL1	hephaestin-like 1	protein-coding	3
9606	137814	NM_001136271	chr8	23559963	23564111	NKX2-6	NK2 homeobox 6	protein-coding	8
9606	9082	NM_004677	chrY	20297334	20298915	XKRY	XK, Kell blood group complex subunit-related, Y-linked	protein-coding	4
9606	100048912	NR_003529	chr9	21994789	22121093	CDKN2B-AS1	CDKN2B antisense RNA 1	ncRNA	89
9606	51524	NM_016464	chr11	61129472	61136975	TMEM138	transmembrane protein 138	protein-coding	6
9606	284370	NM_001199324	chr19	52494586	52511483	ZNF615	zinc finger protein 615	protein-coding	4
9606	4712	NM_001199987	chr9	32553523	32573182	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	protein-coding	32
9606	150468	NM_152515	chr2	113493926	113522254	CKAP2L	cytoskeleton associated protein 2-like	protein-coding	10
9606	646300	NR_027898	chr3	129931662	129992649	COL6A4P2	collagen, type VI, alpha 4 pseudogene 2	pseudo	4
9606	100874282	NR_046832	chr6	53863687	53871950	MLIP-IT1	MLIP intronic transcript 1 (non-protein coding)	ncRNA	1
9606	79874	NM_024816	chr16	28915741	28936532	RABEP2	rabaptin, RAB GTPase binding effector protein 2	protein-coding	19
9606	350	NM_000042	chr17	64208146	64225556	APOH	apolipoprotein H (beta-2-glycoprotein I)	protein-coding	198
9606	724024	NR_030390	chr14	101506555	101506636	MIR654	microRNA 654	ncRNA	3
9606	84866	NM_001144034	chr11	118401802	118406550	TMEM25	transmembrane protein 25	protein-coding	12
9606	5912	NM_002886	chr3	152880000	152888413	RAP2B	RAP2B, member of RAS oncogene family	protein-coding	37
9606	122664	NM_173846	chr14	21498344	21500332	TPPP2	tubulin polymerization-promoting protein family member 2	protein-coding	5
9606	171482	NM_001171186	chrX	8758836	8769378	FAM9A	family with sequence similarity 9, member A	protein-coding	4
9606	91662	NM_001277126	chr19	54296854	54327657	NLRP12	NLR family, pyrin domain containing 12	protein-coding	30
9606	22980	NM_014972	chr16	89939993	89977792	TCF25	transcription factor 25 (basic helix-loop-helix)	protein-coding	23
9606	932	NM_001031666	chr11	59824100	59838588	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)	protein-coding	14
9606	2074	NM_000124	chr10	50662525	50747169	ERCC6	excision repair cross-complementation group 6	protein-coding	160
9606	102467214	NR_104672	chr5	111964132	111966618	LOC102467214	uncharacterized LOC102467214	ncRNA	1
9606	100847080	NR_049822	chr18	13459945	13460025	MIR5190	microRNA 5190	ncRNA	2
9606	10342	NM_001007565	chr3	100428133	100467811	TFG	TRK-fused gene	protein-coding	45
9606	407036	NR_029506	chr9	111808508	111808578	MIR32	microRNA 32	ncRNA	11
9606	340618	NR_028083	chrY	20551155	20566932	FAM41AY1	family with sequence similarity 41, member A, Y-linked 1	ncRNA	2
9606	65056	NM_001127235	chr5	56471274	56560506	GPBP1	GC-rich promoter binding protein 1	protein-coding	15
9606	7102	NM_004615	chrX	38420730	38548172	TSPAN7	tetraspanin 7	protein-coding	32
9606	51028	NM_001282168	chr13	52986736	53024813	VPS36	vacuolar protein sorting 36 homolog (S. cerevisiae)	protein-coding	26
9606	55778	NM_001267827	chr14	102783713	102809511	ZNF839	zinc finger protein 839	protein-coding	6
9606	199964	NM_182532	chr1	55446336	55457966	TMEM61	transmembrane protein 61	protein-coding	4
9606	10924	NM_001286138	chr6	123110193	123130864	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A	protein-coding	8
9606	8526	NM_003647	chr17	54911459	54946036	DGKE	diacylglycerol kinase, epsilon 64kDa	protein-coding	32
9606	349136	NM_001284260	chr7	151078206	151107124	WDR86	WD repeat domain 86	protein-coding	2
9606	57198	NM_001005855	chr1	154298035	154310322	ATP8B2	ATPase, aminophospholipid transporter, class I, type 8B, member 2	protein-coding	12
9606	160518	NM_144973	chr12	31535156	31743952	DENND5B	DENN/MADD domain containing 5B	protein-coding	8
9606	7172	NM_000367	chr6	18128544	18155396	TPMT	thiopurine S-methyltransferase	protein-coding	241
9606	80274	NM_173050	chr22	43599228	43739394	SCUBE1	signal peptide, CUB domain, EGF-like 1	protein-coding	17
9606	100507424	NR_038933	chr12	2945981	2968961	LOC100507424	uncharacterized LOC100507424	ncRNA	1
9606	25896	NM_001199809	chr1	212113740	212209002	INTS7	integrator complex subunit 7	protein-coding	31
9606	57060	NM_001174100	chr3	51991469	52001482	PCBP4	poly(rC) binding protein 4	protein-coding	21
9606	3050	NM_005332	chr16	202853	204504	HBZ	hemoglobin, zeta	protein-coding	34
9606	2176	NM_000136	chr9	97861335	98079991	FANCC	Fanconi anemia, complementation group C	protein-coding	119
9606	5150	NM_001242318	chr8	66626568	66753969	PDE7A	phosphodiesterase 7A	protein-coding	26
9606	201140	NM_001105571	chr17	9674750	9694614	DHRS7C	dehydrogenase/reductase (SDR family) member 7C	protein-coding	3
9606	102464834	NR_106733	chr15	62635227	62635337	MIR6085	microRNA 6085	ncRNA	2
9606	9846	NM_012296	chr11	77926335	78052926	GAB2	GRB2-associated binding protein 2	protein-coding	103
9606	8972	NM_004668	chr7	141695678	141806547	MGAM	maltase-glucoamylase (alpha-glucosidase)	protein-coding	23
9606	154	NM_000024	chr5	148206155	148208197	ADRB2	adrenoceptor beta 2, surface	protein-coding	852
9606	1362	NM_001199775	chr17	28707495	28796675	CPD	carboxypeptidase D	protein-coding	36
9606	3120	NM_001198858	chr6	32723874	32731330	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	protein-coding	63
9606	27086	NM_001012505	chr3	71247033	71633140	FOXP1	forkhead box P1	protein-coding	101
9606	5476	NM_000308	chr20	44518782	44527458	CTSA	cathepsin A	protein-coding	60
9606	285498	NM_001131034	chr4	1065265	1107352	RNF212	ring finger protein 212	protein-coding	10
9606	23334	NM_015284	chr1	43855555	43919918	SZT2	seizure threshold 2 homolog (mouse)	protein-coding	14
9606	391356	NM_001013663	chr2	25013135	25016251	PTRHD1	peptidyl-tRNA hydrolase domain containing 1	protein-coding	3
9606	54438	NM_001242628	chr6	13363586	13486415	GFOD1	glucose-fructose oxidoreductase domain containing 1	protein-coding	11
9606	125150	NM_001042697	chr17	15879874	15903006	ZSWIM7	zinc finger, SWIM-type containing 7	protein-coding	5
9606	480	NM_001001734	chr1	160147200	160156767	ATP1A4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	protein-coding	26
9606	55504	NM_001204458	chr13	24153498	24250244	TNFRSF19	tumor necrosis factor receptor superfamily, member 19	protein-coding	27
9606	27156	NM_014433	chr22	23401592	23484241	RSPH14	radial spoke head 14 homolog (Chlamydomonas)	protein-coding	9
9606	79778	NM_182924	chr7	1473994	1499109	MICALL2	MICAL-like 2	protein-coding	11
9606	164380	NR_001279	chr20	23499782	23522655	CST13P	cystatin 13, pseudogene	pseudo	2
9606	441452	NM_001145124	chr9	90532876	90538572	SPATA31C1	SPATA31 subfamily C, member 1	protein-coding	2
9606	6650	NM_005632	chr16	577855	604636	CAPN15	calpain 15	protein-coding	15
9606	50832	NM_016944	chr7	141478288	141479188	TAS2R4	taste receptor, type 2, member 4	protein-coding	17
9606	50626	NM_001129888	chr8	145689199	145691031	CYHR1	cysteine/histidine-rich 1	protein-coding	12
9606	84376	NM_032410	chr8	42752032	42885682	HOOK3	hook microtubule-tethering protein 3	protein-coding	20
9606	100302282	NR_031722	chr20	3898148	3898210	MIR103B2	microRNA 103b-2	ncRNA	2
9606	10472	NM_001278196	chr1	244212240	244220780	ZBTB18	zinc finger and BTB domain containing 18	protein-coding	21
9606	340252	NM_001130022	chr7	63985033	64023505	ZNF680	zinc finger protein 680	protein-coding	10
9606	283970	NR_003610	chr16	70010201	70099851	PDXDC2P	pyridoxal-dependent decarboxylase domain containing 2, pseudogene	pseudo	3
9606	7850	NM_001261419	chr2	102608305	102641218	IL1R2	interleukin 1 receptor, type II	protein-coding	93
9606	203328	NM_001287005	chr9	95820969	95847418	SUSD3	sushi domain containing 3	protein-coding	6
9606	353140	NM_178429	chr1	152647790	152649049	LCE2C	late cornified envelope 2C	protein-coding	4
9606	285282	NM_173825	chr3	120405527	120461384	RABL3	RAB, member of RAS oncogene family-like 3	protein-coding	8
9606	2358	NM_001005738	chr19	52264452	52273779	FPR2	formyl peptide receptor 2	protein-coding	92
9606	4698	NM_001282419	chr7	123177051	123197958	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5	protein-coding	34
9606	100507632	NR_038236	chr8	57430877	57472382	LINC00968	long intergenic non-protein coding RNA 968	ncRNA	2
9606	132332	NM_152399	chr4	122680087	122686340	TMEM155	transmembrane protein 155	protein-coding	5
9606	285224	NR_037890	chr3	128182436	128191160	DNAJB8-AS1	DNAJB8 antisense RNA 1	ncRNA	1
9606	79908	NM_001040462	chr5	180326076	180377906	BTNL8	butyrophilin-like 8	protein-coding	8
9606	9650	NM_001145838	chr8	66582107	66622798	MTFR1	mitochondrial fission regulator 1	protein-coding	14
9606	8520	NM_003642	chr2	172778934	172848600	HAT1	histone acetyltransferase 1	protein-coding	52
9606	3814	NM_002256	chr1	204159468	204165619	KISS1	KiSS-1 metastasis-suppressor	protein-coding	183
9606	100505658	NR_038333	chr5	140937877	140944827	LOC100505658	uncharacterized LOC100505658	ncRNA	1
9606	3790	NM_001282428	chr2	18059113	18114225	KCNS3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	protein-coding	17
9606	5898	NM_005402	chr7	39663151	39747723	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	protein-coding	97
9606	54432	NM_018982	chr1	54317391	54355487	YIPF1	Yip1 domain family, member 1	protein-coding	14
9606	101805492	NR_103848	chr8	76135351	76190716	CASC9	cancer susceptibility candidate 9 (non-protein coding)	ncRNA	3
9606	23536	NM_012091	chr16	75630776	75657221	ADAT1	adenosine deaminase, tRNA-specific 1	protein-coding	9
9606	22882	NM_014943	chr8	123793900	123986755	ZHX2	zinc fingers and homeoboxes 2	protein-coding	31
9606	9976	NM_005127	chr12	10004967	10022458	CLEC2B	C-type lectin domain family 2, member B	protein-coding	15
9606	100033430	NR_003333	chr15	25330530	25330624	SNORD116-18	small nucleolar RNA, C/D box 116-18	snoRNA	4
9606	3884	NM_002279	chr17	39519745	39526052	KRT33B	keratin 33B	protein-coding	20
9606	100616334	NR_039953	chr3	5291861	5291940	MIR4790	microRNA 4790	ncRNA	2
9606	407022	NR_029844	chr20	57392669	57392749	MIR296	microRNA 296	ncRNA	16
9606	23464	NM_001171690	chr22	38203911	38213183	GCAT	glycine C-acetyltransferase	protein-coding	12
9606	51014	NM_181836	chr5	114948904	114961876	TMED7	transmembrane emp24 protein transport domain containing 7	protein-coding	17
9606	1244	NM_000392	chr10	101542354	101611949	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	protein-coding	250
9606	153770	NM_001029869	chr5	145463875	145483946	PLAC8L1	PLAC8-like 1	protein-coding	1
9606	126208	NM_001002836	chr19	56598728	56632742	ZNF787	zinc finger protein 787	protein-coding	7
9606	10910	NM_001130912	chr13	53226825	53262489	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	protein-coding	47
9606	79412	NM_001253725	chr16	3014216	3018384	KREMEN2	kringle containing transmembrane protein 2	protein-coding	8
9606	729522	NR_024035	chr5	178191861	178245436	AACSP1	acetoacetyl-CoA synthetase pseudogene 1	pseudo	2
9606	102465488	NR_106872	chr21	43166931	43167001	MIR6814	microRNA 6814	ncRNA	2
9606	152756	NM_153027	chr4	165878099	165880273	FAM218A	family with sequence similarity 218, member A	protein-coding	4
9606	7414	NM_003373	chr10	75757871	75879914	VCL	vinculin	protein-coding	148
9606	55692	NM_018032	chr16	238967	279481	LUC7L	LUC7-like (S. cerevisiae)	protein-coding	28
9606	728392	NM_001162371	chr17	5402746	5404319	LOC728392	uncharacterized LOC728392	protein-coding	6
9606	57716	NM_020956	chr19	40899670	40919271	PRX	periaxin	protein-coding	31
9606	11236	NM_007218	chr8	125487007	125500859	RNF139	ring finger protein 139	protein-coding	20
9606	390152	NM_001005201	chr11	55889848	55890787	OR8H3	olfactory receptor, family 8, subfamily H, member 3	protein-coding	1
9606	83636	NM_001031726	chr19	30189792	30205963	C19orf12	chromosome 19 open reading frame 12	protein-coding	21
9606	7484	NM_003396	chr17	44928951	44957926	WNT9B	wingless-type MMTV integration site family, member 9B	protein-coding	19
9606	140856	NM_178483	chr20	18794369	18795035	SCP2D1	SCP2 sterol-binding domain containing 1	protein-coding	4
9606	100129482	NR_026777	chr10	43008960	43048318	ZNF37BP	zinc finger protein 37B, pseudogene	pseudo	7
9606	124512	NM_001080510	chr17	74722911	74729963	METTL23	methyltransferase like 23	protein-coding	7
9606	574462	NR_030184	chr19	54188262	54188345	MIR515-1	microRNA 515-1	ncRNA	4
9606	56670	NM_033050	chr3	151591430	151602407	SUCNR1	succinate receptor 1	protein-coding	12
9606	57492	NM_017519	chr6	157099063	157531913	ARID1B	AT rich interactive domain 1B (SWI1-like)	protein-coding	57
9606	64132	NM_022167	chr17	48423392	48438546	XYLT2	xylosyltransferase II	protein-coding	22
9606	3106	NM_005514	chr6	31321642	31325022	HLA-B	major histocompatibility complex, class I, B	protein-coding	1699
9606	2488	NM_000510	chr11	30252562	30256824	FSHB	follicle stimulating hormone, beta polypeptide	protein-coding	75
9606	147172	NR_015341	chr17	28903482	28964484	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1	pseudo	6
9606	5462	NM_001159542	chr8	128427856	128429441	POU5F1B	POU class 5 homeobox 1B	protein-coding	21
9606	144108	NM_194285	chr11	18627947	18656020	SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	protein-coding	10
9606	101926890	NR_104362	chr1	58326214	58328786	DAB1-AS1	DAB1 antisense RNA 1	ncRNA	1
9606	84910	NM_032824	chr2	112812799	112876895	TMEM87B	transmembrane protein 87B	protein-coding	4
9606	121006	NM_001145475	chr12	50721094	50790405	FAM186A	family with sequence similarity 186, member A	protein-coding	2
9606	9284	NM_006985	chr16	15031299	15045931	NPIPA1	nuclear pore complex interacting protein family, member A1	protein-coding	7
9606	466	NM_005171	chr12	51157788	51214943	ATF1	activating transcription factor 1	protein-coding	71
9606	5956	NM_020061	chrX	153409697	153424507	OPN1LW	opsin 1 (cone pigments), long-wave-sensitive	protein-coding	42
9606	55196	NM_018169	chr12	32112352	32146043	KIAA1551	KIAA1551	protein-coding	10
9606	55032	NM_017945	chr3	112280856	112303284	SLC35A5	solute carrier family 35, member A5	protein-coding	6
9606	3658	NM_004136	chr15	78730517	78793798	IREB2	iron-responsive element binding protein 2	protein-coding	66
9606	23646	NM_001031696	chr19	40854331	40884397	PLD3	phospholipase D family, member 3	protein-coding	29
9606	390538	NM_001004719	chr15	22368477	22369561	OR4M2	olfactory receptor, family 4, subfamily M, member 2	protein-coding	2
9606	23028	NM_001009999	chr1	23345940	23410184	KDM1A	lysine (K)-specific demethylase 1A	protein-coding	171
9606	100507086	NR_038289	chr3	197025117	197030621	DLG1-AS1	DLG1 antisense RNA 1	ncRNA	1
9606	1666	NM_001359	chr8	91013579	91064227	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	protein-coding	38
